,Exporter Name,Address,pincode,Taluk,Districtname,statename
3561,ASIAN KNIT GARMENTS,"Balu Complex, Chekkukara Thottam, Market Backside, veerapandi, Palladam Road, Tirupur - 4., Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
3562,ASIAN KNIT GARMENTS,"Balu Complex, Chekkukara Thottam, Market Backside, veerapandi, Palladam Road, Tirupur - 4., Tiruppur, Tamil Nadu 641604, India",641604,Tirupur,Coimbatore,TAMIL NADU
3563,ASIAN KNIT GARMENTS,"Balu Complex, Chekkukara Thottam, Market Backside, veerapandi, Palladam Road, Tirupur - 4., Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
3564,ASIAN KNIT GARMENTS,"Balu Complex, Chekkukara Thottam, Market Backside, veerapandi, Palladam Road, Tirupur - 4., Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
3565,ASIAN KNIT GARMENTS,"Balu Complex, Chekkukara Thottam, Market Backside, veerapandi, Palladam Road, Tirupur - 4., Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
3566,ASM EXPORTS,"Post, 8/3764, PN Rd, near P.R.G. Thirumana Mandapam, Anna Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3567,ASM EXPORTS,"Post, 8/3764, PN Rd, near P.R.G. Thirumana Mandapam, Anna Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3568,ASM EXPORTS,"Post, 8/3764, PN Rd, near P.R.G. Thirumana Mandapam, Anna Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3569,ASM EXPORTS,"Post, 8/3764, PN Rd, near P.R.G. Thirumana Mandapam, Anna Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3570,ASTRA BIOSCIENCE LTD,"Kinfra Koratty Industrial Area Phase I, Koratty, Kerala 680309, India",680309,Mukundapuram,Thrissur,KERALA
3571,ASTRA BIOSCIENCE LTD,"Kinfra Koratty Industrial Area Phase I, Koratty, Kerala 680309, India",680309,Mukundapuram,Thrissur,KERALA
3572,ASTRA BIOSCIENCE LTD,"Kinfra Koratty Industrial Area Phase I, Koratty, Kerala 680309, India",680309,Mukundapuram,Thrissur,KERALA
3573,ASTRA BIOSCIENCE LTD,"Kinfra Koratty Industrial Area Phase I, Koratty, Kerala 680309, India",680309,Mukundapuram,Thrissur,KERALA
3574,ATHIRA PLYWOOD,"Ground Floor, Madathil Building, Opp Affinity Towers & Royal Garden Road, Kothaikunnu Bypass Rd, near Private Bus Stand, Thodupuzha, Kerala 685584, India",685584,Thodupuzha,Idukki,KERALA
3575,ATHIRA PLYWOOD,"Ground Floor, Madathil Building, Opp Affinity Towers & Royal Garden Road, Kothaikunnu Bypass Rd, near Private Bus Stand, Thodupuzha, Kerala 685584, India",685584,Thodupuzha,Idukki,KERALA
3576,ATHIYAN EXPORTS,"230 Thenkumarapalayam, Pollachi, Tamil Nadu 642107, India",642107,Udamalpet,Coimbatore,TAMIL NADU
3577,ATHIYAN EXPORTS,"230 Thenkumarapalayam, Pollachi, Tamil Nadu 642107, India",642107,Udamalpet,Coimbatore,TAMIL NADU
3578,ATHIYAN EXPORTS,"230 Thenkumarapalayam, Pollachi, Tamil Nadu 642107, India",642107,Pollachi,Coimbatore,TAMIL NADU
3579,ATHIYAN EXPORTS,"230 Thenkumarapalayam, Pollachi, Tamil Nadu 642107, India",642107,Udamalpet,Coimbatore,TAMIL NADU
3580,ATHIYAN EXPORTS,"230 Thenkumarapalayam, Pollachi, Tamil Nadu 642107, India",642107,Udamalpet,Coimbatore,TAMIL NADU
3581,AVYA APPARLES,"3W3W+3H4, Koundampalayam, Coimbatore, Tamil Nadu 641029, India",641029,Coimbatore North,Coimbatore,TAMIL NADU
3582,AVYA APPARLES,"3W3W+3H4, Koundampalayam, Coimbatore, Tamil Nadu 641029, India",641029,Coimbatore North,Coimbatore,TAMIL NADU
3583,AVYA APPARLES,"3W3W+3H4, Koundampalayam, Coimbatore, Tamil Nadu 641029, India",641029,Coimbatore North,Coimbatore,TAMIL NADU
3584,AZLON ARTS,"157A, Mahatma Gandhi Salai, South Bharathi Nagar, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
3585,AZLON ARTS,"157A, Mahatma Gandhi Salai, South Bharathi Nagar, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
3586,AZLON ARTS,"157A, Mahatma Gandhi Salai, South Bharathi Nagar, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",639002,Karur,Karur,TAMIL NADU
3587,AZLON ARTS,"157A, Mahatma Gandhi Salai, South Bharathi Nagar, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
3588,AZLON ARTS,"157A, Mahatma Gandhi Salai, South Bharathi Nagar, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",639002,Karur,Karur,TAMIL NADU
3589,AZLON ARTS,"157A, Mahatma Gandhi Salai, South Bharathi Nagar, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
3590,AZLON ARTS,"157A, Mahatma Gandhi Salai, South Bharathi Nagar, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
3591,BANNARI AMAN SPNG.MILLS LTD.,"Bannari Amman Spinning Mills Ltd Home Textiles Division SF.No.371/3,Karadivavi Road, Karanampet,Paruvai, Post, Saibaba Koil, Coimbatore, Tamil Nadu 641043, India",641043,Coimbatore North,Coimbatore,TAMIL NADU
3592,BATHSHA MARINE EXPORTS,"Kochi,, V7MW+MJ2, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA
3593,BEST KNITTING COMPANY,"Lakshmi Naa, 32, 50 Feet Road, Tirupur, Tirupur, KPN Colony, Valipalayam, Coimbatore, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3594,BEST KNITTING COMPANY,"Lakshmi Naa, 32, 50 Feet Road, Tirupur, Tirupur, KPN Colony, Valipalayam, Coimbatore, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3595,BEST KNITTING COMPANY,"Lakshmi Naa, 32, 50 Feet Road, Tirupur, Tirupur, KPN Colony, Valipalayam, Coimbatore, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3596,BEST KNITTING COMPANY,"Lakshmi Naa, 32, 50 Feet Road, Tirupur, Tirupur, KPN Colony, Valipalayam, Coimbatore, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3597,BESTPAK INDUSTRIES,"Nadakadavu Rd, Palluruthy, Kochi, Kerala 682006, India",682006,Kochi,Ernakulam,KERALA
3598,BESTPAK INDUSTRIES,"Nadakadavu Rd, Palluruthy, Kochi, Kerala 682006, India",682006,Kochi,Ernakulam,KERALA
3599,BHARATH FLOW CONTROLS,"#7/44-2, Pappanaickenpalayam Road, Kanuvai Industrial Estate, Kanuvai, Kanuvai, Coimbatore, Tamil Nadu 641108, India",641108,Coimbatore North,Coimbatore,TAMIL NADU
3600,BHARATH FLOW CONTROLS,"#7/44-2, Pappanaickenpalayam Road, Kanuvai Industrial Estate, Kanuvai, Kanuvai, Coimbatore, Tamil Nadu 641108, India",641108,Coimbatore North,Coimbatore,TAMIL NADU
3601,BHARATH FLOW CONTROLS,"#7/44-2, Pappanaickenpalayam Road, Kanuvai Industrial Estate, Kanuvai, Kanuvai, Coimbatore, Tamil Nadu 641108, India",641108,Coimbatore North,Coimbatore,TAMIL NADU
3602,BHARATH FLOW CONTROLS,"#7/44-2, Pappanaickenpalayam Road, Kanuvai Industrial Estate, Kanuvai, Kanuvai, Coimbatore, Tamil Nadu 641108, India",641108,Coimbatore North,Coimbatore,TAMIL NADU
3603,BHARATH FLOW CONTROLS,"#7/44-2, Pappanaickenpalayam Road, Kanuvai Industrial Estate, Kanuvai, Kanuvai, Coimbatore, Tamil Nadu 641108, India",641108,Coimbatore North,Coimbatore,TAMIL NADU
3604,BHARATH FLOW CONTROLS,"#7/44-2, Pappanaickenpalayam Road, Kanuvai Industrial Estate, Kanuvai, Kanuvai, Coimbatore, Tamil Nadu 641108, India",641108,Coimabtore North,Coimbatore,TAMIL NADU
3605,BHAVANI AUTO DISTRIBUTORS,"X7MW+PM5, Kathrikadavu, Kaloor, Ernakulam, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA
3606,BIOGROW SUBSTRATES INDIA,"18 FLAT NO:A07 A 4th FLOOR ALAYAMDYN, SUNDARESA IYYAR L/O, CENTRAL ZONE, Sunderesa Iyer Layout, Highways Colony, Coimbatore, Tamil Nadu 641014, India",641014,Coimbatore South,Coimbatore,TAMIL NADU
3607,BIOGROW SUBSTRATES INDIA,"18 FLAT NO:A07 A 4th FLOOR ALAYAMDYN, SUNDARESA IYYAR L/O, CENTRAL ZONE, Sunderesa Iyer Layout, Highways Colony, Coimbatore, Tamil Nadu 641014, India",641014,Coimbatore,Coimbatore,TAMIL NADU
3608,BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",670646,Mananthavady,Wayanad,KERALA
3609,BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",670646,Mananthavady,Wayanad,KERALA
3610,BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",670646,Mananthavady,Wayanad,KERALA
3611,BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",670646,Mananthavady,Wayanad,KERALA
3612,BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",670646,Mananthavady,Wayanad,KERALA
3613,BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",670646,Mananthavady,Wayanad,KERALA
3614,BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",670646,Manantahvady,Wayanad,KERALA
3615,BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",670646,Mananthavady,Wayanad,KERALA
3616,BOSS WEAR EXPORTS,"SF No:130-2A,2, maniyakarapalayam road, Kasipalayam Rd, Kangi Nagar, VGV Vijei garden, Valliammai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tiruppur,Coimbatore,TAMIL NADU
3617,BOSS WEAR EXPORTS,"SF No:130-2A,2, maniyakarapalayam road, Kasipalayam Rd, Kangi Nagar, VGV Vijei garden, Valliammai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tirupur,Coimbatore,TAMIL NADU
3618,BOSS WEAR EXPORTS,"SF No:130-2A,2, maniyakarapalayam road, Kasipalayam Rd, Kangi Nagar, VGV Vijei garden, Valliammai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tirupur,Coimbatore,TAMIL NADU
3619,BOSS WEAR EXPORTS,"SF No:130-2A,2, maniyakarapalayam road, Kasipalayam Rd, Kangi Nagar, VGV Vijei garden, Valliammai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tirupur,Coimbatore,TAMIL NADU
3620,BOSS WEAR EXPORTS,"SF No:130-2A,2, maniyakarapalayam road, Kasipalayam Rd, Kangi Nagar, VGV Vijei garden, Valliammai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tiruppur,Coimbatore,TAMIL NADU
3621,BOSS WEAR EXPORTS,"SF No:130-2A,2, maniyakarapalayam road, Kasipalayam Rd, Kangi Nagar, VGV Vijei garden, Valliammai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tiruppur,Coimbatore,TAMIL NADU
3622,BOSS WEAR EXPORTS,"SF No:130-2A,2, maniyakarapalayam road, Kasipalayam Rd, Kangi Nagar, VGV Vijei garden, Valliammai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tiruppur,Coimbatore,TAMIL NADU
3623,BTS GARMENTS,"2 / 7B, Indra Nagar, 1st Street, Murugapalayam, Avinashi Road, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3624,BTS GARMENTS,"2 / 7B, Indra Nagar, 1st Street, Murugapalayam, Avinashi Road, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3625,BTS GARMENTS,"2 / 7B, Indra Nagar, 1st Street, Murugapalayam, Avinashi Road, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3626,BTS GARMENTS,"2 / 7B, Indra Nagar, 1st Street, Murugapalayam, Avinashi Road, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3627,BTS GARMENTS,"2 / 7B, Indra Nagar, 1st Street, Murugapalayam, Avinashi Road, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3628,CALLISTO GARMENTS,"no:15, 4th St, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3629,CALLISTO GARMENTS,"no:15, 4th St, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3630,CALLISTO GARMENTS,"no:15, 4th St, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3631,CALLISTO GARMENTS,"no:15, 4th St, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3632,CALLISTO GARMENTS,"no:15, 4th St, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3633,CANIMARA EXPORTS,"30/1a, 31, Nehru Street, 15, Velampalayam, Ring Road, Nehru Street, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
3634,CANIMARA EXPORTS,"30/1a, 31, Nehru Street, 15, Velampalayam, Ring Road, Nehru Street, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
3635,CANIMARA EXPORTS,"30/1a, 31, Nehru Street, 15, Velampalayam, Ring Road, Nehru Street, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
3636,CCZ INTERNATIONAL,"48WW+C5P, Vengamedu, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3637,CCZ INTERNATIONAL,"48WW+C5P, Vengamedu, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3638,CCZ INTERNATIONAL,"48WW+C5P, Vengamedu, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3639,CCZ INTERNATIONAL,"48WW+C5P, Vengamedu, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU
3640,CEE CEE APPARELS,"State bank colony, 7/1A, opposite Rayapuram Main Road, Rayapuram, Tiruppur, Tamil Nadu COIMBATORE- 641601, India",641601,Avanashi,Coimbatore,TAMIL NADU
3641,CEE CEE APPARELS,"State bank colony, 7/1A, opposite Rayapuram Main Road, Rayapuram, Tiruppur, Tamil Nadu COIMBATORE- 641601, India",641601,Tirupur,Coimbatore,TAMIL NADU
3642,CEE JEE LUBRICANTS,"Edayar, Aluva, Kerala 683502, India",683502,Paravur,Ernakulam,KERALA
3643,CHANGAMPALLY AYURVEDA VAIDYASALA,"36J2+CJR, 6th St, Block Y, Block AM, Anna Nagar, Chennai, Tamil Nadu 600040, India",600040,Egmore Nungambakkam,Chennai,TAMIL NADU
3644,CHEENU ENTERPRISES,"252B, Mariamman Koil St, B Colony, Peelamedu Pudur, Masakalipalayam, Coimbatore, Tamil Nadu 641004, India",641004,Coimbatore South,Coimbatore,TAMIL NADU
3645,CHEENU ENTERPRISES,"252B, Mariamman Koil St, B Colony, Peelamedu Pudur, Masakalipalayam, Coimbatore, Tamil Nadu 641004, India",641004,Coimbatore South,Coimbatore,TAMIL NADU
3646,CHEENU ENTERPRISES,"252B, Mariamman Koil St, B Colony, Peelamedu Pudur, Masakalipalayam, Coimbatore, Tamil Nadu 641004, India",641004,Coimbatore South,Coimbatore,TAMIL NADU
3647,CHEMPENKULAM  AYURVEDA PHARMA,"J548+F8V, Dindigul - Theni - Kottarakkara Hwy, Thekkady, Kumily, Kerala 685509, India",685509,Peerumade,Idukki,KERALA
3648,CHEMPENKULAM  AYURVEDA PHARMA,"J548+F8V, Dindigul - Theni - Kottarakkara Hwy, Thekkady, Kumily, Kerala 685509, India",685509,Peerumade,Idukki,KERALA
3649,CHEMPENKULAM  AYURVEDA PHARMA,"J548+F8V, Dindigul - Theni - Kottarakkara Hwy, Thekkady, Kumily, Kerala 685509, India",685509,Udumbanchola,Idukki,KERALA
3650,CHEMPENKULAM  AYURVEDA PHARMA,"J548+F8V, Dindigul - Theni - Kottarakkara Hwy, Thekkady, Kumily, Kerala 685509, India",685509,Peermade,Idukki,KERALA
3651,CHEMPENKULAM  AYURVEDA PHARMA,"J548+F8V, Dindigul - Theni - Kottarakkara Hwy, Thekkady, Kumily, Kerala 685509, India",685509,Peerumade,Idukki,KERALA
3652,CHEMPENKULAM  AYURVEDA PHARMA,"J548+F8V, Dindigul - Theni - Kottarakkara Hwy, Thekkady, Kumily, Kerala 685509, India",685509,Peermade,Idukki,KERALA
3653,CHEMPENKULAM  AYURVEDA PHARMA,"J548+F8V, Dindigul - Theni - Kottarakkara Hwy, Thekkady, Kumily, Kerala 685509, India",685509,Peerumade,Idukki,KERALA
3654,CHERAN FABRICS,"X359+4W3, Karur, Tamil Nadu 639001, India",639001,Karur,Karur,TAMIL NADU
3655,CHERAN FABRICS,"X359+4W3, Karur, Tamil Nadu 639001, India",639001,Karur,Karur,TAMIL NADU
3656,CHERAN FABRICS,"X359+4W3, Karur, Tamil Nadu 639001, India",639001,Karur,Karur,TAMIL NADU
3657,CIBI EXPORTS,"386M+HQG, Tiruppur Rd, Balaji Nagar, Chinnakarai, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU
3658,CIBI EXPORTS,"386M+HQG, Tiruppur Rd, Balaji Nagar, Chinnakarai, Tiruppur, Tamil Nadu 641605, India",641605,Palladam,Erode,TAMIL NADU
3659,CIBI EXPORTS,"386M+HQG, Tiruppur Rd, Balaji Nagar, Chinnakarai, Tiruppur, Tamil Nadu 641605, India",641605,Tirupur,Erode,TAMIL NADU
3660,CIBI EXPORTS,"386M+HQG, Tiruppur Rd, Balaji Nagar, Chinnakarai, Tiruppur, Tamil Nadu 641605, India",641605,Tiruppur,Coimbatore,TAMIL NADU
3661,CIVIC IMPEX,"134, Eshwaramoorthi Layout, Amsa vinayakar Street,, Sudukadu Street, Samundipuram, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3662,CIVIC IMPEX,"134, Eshwaramoorthi Layout, Amsa vinayakar Street,, Sudukadu Street, Samundipuram, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3663,CIVIC IMPEX,"134, Eshwaramoorthi Layout, Amsa vinayakar Street,, Sudukadu Street, Samundipuram, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3664,CIVIC IMPEX,"134, Eshwaramoorthi Layout, Amsa vinayakar Street,, Sudukadu Street, Samundipuram, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3665,CIVIC IMPEX,"134, Eshwaramoorthi Layout, Amsa vinayakar Street,, Sudukadu Street, Samundipuram, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
3666,CLIFTON KNITS,"16, Nethaji Apparel Park, New Tripur, Eattuveerampalayam Post, Veerapandi, Veerapandi, Panakkara Thottam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU
3667,CLIFTON KNITS,"16, Nethaji Apparel Park, New Tripur, Eattuveerampalayam Post, Veerapandi, Veerapandi, Panakkara Thottam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Palladam,Erode,TAMIL NADU
3668,CLIFTON KNITS,"16, Nethaji Apparel Park, New Tripur, Eattuveerampalayam Post, Veerapandi, Veerapandi, Panakkara Thottam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Tirupur,Erode,TAMIL NADU
3669,CLIFTON KNITS,"16, Nethaji Apparel Park, New Tripur, Eattuveerampalayam Post, Veerapandi, Veerapandi, Panakkara Thottam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Tiruppur,Coimbatore,TAMIL NADU
